ccode,scode,country,year,scoup1,atcoup2,pcoup3,apcoup4,agcoup,foroutex,reboutex,assassex,resignex,treatment,external_debt_to_gni,group_indicator,GDP_Growth,GDP_per_Capita,Inflation_CPI,Terms_of_Trade,cpiamacr,cpiadebt,Primary_fiscal_balance,EconomicFreedomIndex,Polity2_Score
800,THI,Thailand,1999,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
701,TKM,Turkmenistan,1999,0,0,0,0,0,0,0,0,0,1,111.7473939634954,0.0,,,,,,,,,
461,TOG,Togo,1999,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
52,TRI,Trinidad,1999,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
616,TUN,Tunisia,1999,0,0,0,0,0,0,0,0,0,1,53.99496903094728,0.0,,,,,,,,,
640,TUR,Turkey,1999,0,0,0,0,0,0,0,0,0,1,40.25340045674906,0.0,,,,,,,,,
696,UAE,UAE,1999,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
500,UGA,Uganda,1999,0,0,0,0,0,0,0,0,0,1,59.11775169394616,0.0,,,,,,,,,
200,UKG,United Kingdom,1999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
369,UKR,Ukraine,1999,0,0,0,0,0,0,0,0,0,1,51.29340055401775,0.0,,,,,,,,,
165,URU,Uruguay,1999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2,USA,United States,1999,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
704,UZB,Uzbekistan,1999,0,0,0,0,0,0,0,0,0,0,31.40162553263427,0.0,,,,,,,,,
101,VEN,Venezuela,1999,0,0,0,0,0,0,0,0,0,1,,0.0,,,,,,,,,
818,VIE,Vietnam,1999,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
679,YEM,Yemen,1999,0,0,0,0,0,0,0,0,0,0,73.9123190307342,0.0,,,,,,,,,
347,YGS,Yugoslavia,1999,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
490,ZAI,Congo Kinshasa,1999,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
551,ZAM,Zambia,1999,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
552,ZIM,Zimbabwe,1999,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
700,AFG,Afghanistan,2000,0,0,0,0,0,0,0,0,0,1,,1.0,,308.318269746638,,61.2210574436,,,,,-7.0
339,ALB,Albania,2000,0,0,0,0,0,0,0,0,0,1,31.29843690328892,0.0,6.94621659244254,1960.88245974115,0.0500181363468238,108.1429488785,,,,,5.0
615,ALG,Algeria,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
540,ANG,Angola,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
160,ARG,Argentina,2000,0,0,0,0,0,0,0,0,0,1,54.24170994175864,0.0,-0.78899893905691,10631.6503639029,,68.3319895005,,,0.229315726007184,,8.0
371,ARM,Armenia,2000,0,0,0,0,0,0,0,0,0,1,51.68229390777579,0.0,5.90000000312092,1229.21510436102,-0.790883768934757,82.9982088372,,,,,5.0
900,AUL,Australia,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
305,AUS,Austria,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
373,AZE,Azerbaijan,2000,0,0,0,1,0,0,0,0,0,1,30.61401559297792,0.0,11.0999991434346,1480.80869072436,1.80500303704356,84.4107030104,,,0.538988152010342,,-7.0
692,BAH,Bahrain,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
211,BEL,Belgium,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
434,BEN,Benin,2000,0,0,0,0,0,0,0,0,0,1,42.88163954977725,0.0,5.85771420543269,861.213292038555,4.16540442290284,84.4459471807,,,,,6.0
439,BFO,Burkina Faso,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
760,BHU,Bhutan,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
370,BLR,Belarus,2000,0,0,0,0,0,0,0,0,0,1,20.65726944723042,0.0,5.80000336082971,2615.36929738429,168.620235850933,101.2027870174,,,,,-7.0
771,BNG,Bangladesh,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
145,BOL,Bolivia,2000,0,0,0,0,0,0,0,0,0,1,72.10634485697706,0.0,2.50781080899483,2014.19024421967,4.60822998872598,91.5881386074,,,,,9.0
346,BOS,Bosnia,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
571,BOT,Botswana,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
140,BRA,Brazil,2000,0,0,0,0,0,0,0,0,0,0,38.09647347699603,0.0,4.38794944745618,6817.78424119813,7.04414105947266,93.130234471,,,,,8.0
516,BUI,Burundi,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
355,BUL,Bulgaria,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
811,CAM,Cambodia,2000,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,
20,CAN,Canada,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
471,CAO,Cameroon,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
402,CAP,Cape Verde,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
482,CEN,Central African Republic,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
483,CHA,Chad,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
155,CHL,Chile,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
710,CHN,China,2000,0,0,0,0,0,0,0,0,0,0,12.1927786705436,0.0,8.49009340597647,2193.89686642215,0.347811226864587,106.0373147989,,,,,-7.0
100,COL,Colombia,2000,0,0,0,0,0,0,0,0,0,0,35.13070352530779,0.0,2.92486148176778,4016.80951748167,9.22534818585366,90.416926181,,,,,7.0
581,COM,Comoros,2000,0,1,0,0,0,0,0,0,0,1,66.08806187042676,0.0,10.847878616072,1203.65176320696,,72.9020448554,,,,,-1.0
484,CON,Congo Brazzaville,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
94,COS,Costa Rica,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
344,CRO,Croatia,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
40,CUB,Cuba,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
352,CYP,Cyprus,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
316,CZR,Czech Republic,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
390,DEN,Denmark,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
522,DJI,Djibouti,2000,0,1,0,0,0,0,0,0,0,1,52.53522420031365,1.0,,,,92.2774300523,,,,,1.0
42,DOM,Dominican Republic,2000,0,0,0,0,0,0,0,0,0,0,19.84998815227387,0.0,4.6617622800146,4154.06265527713,7.72413566181616,93.8104255524,,,-0.111187099190865,,8.0
130,ECU,Ecuador,2000,0,1,0,0,0,0,0,0,0,1,106.4241728885217,0.0,1.09180164720277,3953.39879728357,96.0963756926096,88.4600679762,,,,,6.0
651,EGY,Egypt,2000,0,0,0,0,0,0,0,0,0,1,29.14366977814837,0.0,6.37000382991766,2458.60835003016,2.68380535348546,75.1970346164,,,,,-6.0
411,EQG,Equatorial Guinea,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
531,ERI,Eritrea,2000,0,0,0,0,0,0,0,0,0,1,46.64333250867179,0.0,-3.14198590251638,845.132430060544,,94.8589541168,,,,,-6.0
366,EST,Estonia,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
529,ETI,Ethiopia,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
375,FIN,Finland,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
950,FJI,Fiji,2000,0,2,0,0,0,0,0,0,0,1,11.36606259753574,0.0,-1.69999841605511,3960.88906732702,1.09216459977388,91.4012443159,,,,,6.0
220,FRN,France,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
481,GAB,Gabon,2000,0,0,0,0,0,0,0,0,0,1,91.4060951554922,0.0,-1.88296639760897,7596.09970650519,0.504920025834859,69.7712734392,,,,,-4.0
420,GAM,Gambia,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
452,GHA,Ghana,2000,0,0,0,0,0,0,0,0,0,1,139.4435810251341,1.0,3.70000008164408,1021.63839077699,40.240933123914,58.2111304791,,,-2.37603167295829,,2.0
255,GMY,Germany,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
404,GNB,Guinea-Bissau,2000,0,1,0,0,0,0,0,0,0,1,251.2001902375881,0.0,1.10027815777423,571.094015178625,8.63632094930278,106.3442886122,,,0.385297186545503,,5.0
350,GRC,Greece,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
372,GRG,Georgia,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
90,GUA,Guatemala,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
438,GUI,Guinea,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
110,GUY,Guyana,2000,0,0,0,0,0,0,0,0,0,0,205.5448012702594,0.0,-1.36380390261873,3759.60789699989,6.14854333024871,85.3539356156,,,,,6.0
41,HAI,Haiti,2000,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,
91,HON,Honduras,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
310,HUN,Hungary,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
750,IND,India,2000,0,0,0,0,0,0,0,0,0,0,21.82288030666908,0.0,3.84099115659129,756.704109527449,4.0094359104519,95.9432276137,,,,,9.0
850,INS,Indonesia,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
205,IRE,Ireland,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
630,IRN,Iran,2000,0,0,0,0,0,0,0,0,0,0,8.015383305475515,0.0,5.84552747587396,3885.30183362976,14.4767513188567,68.8873729258,,,,,3.0
645,IRQ,Iraq,2000,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,
666,ISR,Israel,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
325,ITA,Italy,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
437,IVO,Ivory Coast,2000,0,1,0,0,0,0,0,0,1,1,,,,,,,,,,,
51,JAM,Jamaica,2000,0,0,0,0,0,0,0,0,0,0,55.70338666787978,1.0,0.87870354796236,4928.33188369804,8.17108356120225,116.3376158068,,,,,9.0
663,JOR,Jordan,2000,0,0,0,0,0,0,0,0,0,1,129.2181230099425,0.0,4.24571192079179,3412.07673213708,0.66688092559796,126.1208976332,,,,,-2.0
740,JPN,Japan,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
501,KEN,Kenya,2000,0,0,0,0,0,0,0,0,0,0,48.88168167114716,0.0,0.599695390807426,1195.41296851656,9.98002515350979,100.4252952606,,,2.50413244161985,,4.0
690,KUW,Kuwait,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
703,KYR,Kyrgyzstan,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
705,KZK,Kazakhstan,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
812,LAO,Laos,2000,0,0,0,0,0,0,0,0,0,1,152.4343380960784,1.0,5.79878232861959,917.228038617529,25.0846414281315,103.887373892,,,,,-7.0
367,LAT,Latvia,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
450,LBR,Liberia,2000,0,0,0,0,0,0,0,0,0,1,367.107730688584,0.0,28.6159342546183,754.850917360951,,78.7680367137,,,0.728569794050345,,0.0
660,LEB,Lebanon,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
570,LES,Lesotho,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
620,LIB,Libya,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
368,LIT,Lithuania,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
212,LUX,Luxembourg,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
435,MAA,Mauritania,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
343,MAC,Macedonia,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
580,MAG,Madagascar,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
820,MAL,Malaysia,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
590,MAS,Mauritius,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
553,MAW,Malawi,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
70,MEX,Mexico,2000,0,0,0,0,0,0,0,0,0,0,24.50146457721106,0.0,5.02928399378261,9581.96970210753,9.49156149435403,106.8901831724,,,,,8.0
359,MLD,Moldova,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
432,MLI,Mali,2000,0,0,0,0,0,0,0,0,0,1,101.7004514291861,0.0,-0.0608349718131223,541.349959295276,-0.677661659046769,64.8914857516,,,,,5.0
712,MON,Mongolia,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
600,MOR,Morocco,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
775,MYA,Myanmar (Burma),2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
541,MZM,Mozambique,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
565,NAM,Namibia,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
790,NEP,Nepal,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
920,NEW,New Zealand,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
93,NIC,Nicaragua,2000,0,0,0,0,0,0,0,0,0,0,139.0146895262776,0.0,4.10159025073438,1458.37854273063,7.06991352252517,94.7124323088,,,,,8.0
475,NIG,Nigeria,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
436,NIR,Niger,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
385,NOR,Norway,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
210,NTH,Netherlands,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
698,OMA,Oman,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
770,PAK,Pakistan,2000,0,0,0,0,0,0,0,0,0,1,33.97105484599487,0.0,4.2600880111325,1049.54229686852,4.36666451291681,200.7221619679,,,,,-6.0
95,PAN,Panama,2000,0,0,0,0,0,0,0,0,0,1,,0.0,4.20900547865375,6856.14919005847,1.49896111605777,125.023493571,,,,,9.0
150,PAR,Paraguay,2000,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,
135,PER,Peru,2000,0,0,0,0,0,0,0,0,0,1,57.00262354191518,0.0,2.69437139806912,3286.27308475523,3.75733833344474,61.1897258896,,,-0.806332187269912,,4.0
840,PHI,Philippines,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
910,PNG,Papua New Guinea,2000,0,0,0,0,0,0,0,0,0,1,70.39758039491161,0.0,-2.49484199260023,1989.57882204274,15.5958933107535,58.717770728,,,,,4.0
290,POL,Poland,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
235,POR,Portugal,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
731,PRK,Korea North,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
694,QAT,Qatar,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
732,ROK,Korea South,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
360,RUM,Romania,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
365,RUS,Russia,2000,0,0,0,0,0,0,0,0,0,0,,0.0,10.0000668136515,5323.66650390625,20.7987606558704,72.202326839,,,6.52764459351739,,6.0
517,RWA,Rwanda,2000,0,0,0,0,0,0,0,0,0,1,62.80832740810774,0.0,8.37089593548548,333.355069767411,3.89952980284712,58.0742664986,,,,,-4.0
560,SAF,South Africa,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
92,SAL,El Salvador,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
670,SAU,Saudi Arabia,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
433,SEN,Senegal,2000,0,0,0,0,0,0,0,0,0,0,61.68945991997232,0.0,3.88721095816793,1048.37474052363,0.731981981981609,92.4877560084,,,1.83237239497367,,8.0
451,SIE,Sierra Leone,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
830,SIN,Singapore,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
317,SLO,Slovak Republic,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
349,SLV,Slovenia,2000,0,0,0,0,0,0,0,0,0,0,39.32650524252977,0.0,1.12790697674419,2964.89346881406,2.27128756828723,105.7265910978,,,,,10.0
940,SOL,Solomon Islands,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
520,SOM,Somalia,2000,0,0,0,0,0,0,0,0,0,0,74.32771372583733,1.0,7.11031431126412,233.032406774336,,108.9985463506,,,,,0.0
230,SPN,Spain,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
780,SRI,Sri Lanka,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
625,SUD,Sudan,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
115,SUR,Suriname,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
572,SWA,Swaziland,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
380,SWD,Sweden,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
225,SWZ,Switzerland,2000,0,0,0,0,0,0,0,0,0,0,18.82956644642797,0.0,1.76017376022233,2279.16365357531,12.2085358545844,89.9495643168,,,,,10.0
652,SYR,Syria,2000,0,0,0,0,0,0,0,0,0,0,,0.0,0.675642589410501,1248.38488334216,-3.84615384615379,66.9433305541,,,,,-6.0
702,TAJ,Tajikistan,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
713,TAW,Taiwan,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
510,TAZ,Tanzania,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
800,THI,Thailand,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
701,TKM,Turkmenistan,2000,0,0,0,0,0,0,0,0,0,1,96.31968903994624,0.0,5.46906413252854,2255.01496788934,,82.3484464626,,,,,-9.0
461,TOG,Togo,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
52,TRI,Trinidad,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
616,TUN,Tunisia,2000,0,0,0,0,0,0,0,0,0,1,55.3084463564462,0.0,4.7099729138049,2864.55075602101,2.96230794738605,95.8898137361,,,-0.0454346879048771,,-3.0
640,TUR,Turkey,2000,0,0,0,0,0,0,0,0,0,1,43.21215919183442,0.0,6.93323970455904,6325.0960882995,54.9153705812683,102.3436104457,,,5.2411486607278,,7.0
696,UAE,UAE,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
500,UGA,Uganda,2000,0,0,0,0,0,0,0,0,0,1,58.09045244752708,0.0,3.141907338187,509.19755319016,3.39202158512998,85.5245811484,,,0.18499447776549,,-4.0
200,UKG,United Kingdom,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
369,UKR,Ukraine,2000,0,0,0,0,0,0,0,0,0,1,45.89702491420135,0.0,5.90000000024899,1409.22265625,28.2030972388552,119.6354718085,,,-0.183397820897276,,6.0
165,URU,Uruguay,2000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2,USA,United States,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
704,UZB,Uzbekistan,2000,0,0,0,0,0,0,0,0,0,0,36.53933104682726,0.0,3.83500000014033,1269.72137546203,,61.7097178919,,,,,-9.0
101,VEN,Venezuela,2000,0,0,0,0,0,0,0,0,0,1,,0.0,3.68694416687683,,,69.4690850807,,,,,7.0
818,VIE,Vietnam,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
679,YEM,Yemen,2000,0,0,0,0,0,0,0,0,0,0,57.87793224600833,0.0,6.1819155928913,2114.6525823037,4.58999999999981,75.8928776949,,,,,-2.0
347,YGS,Yugoslavia,2000,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,
490,ZAI,Congo Kinshasa,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
551,ZAM,Zambia,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
552,ZIM,Zimbabwe,2000,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
700,AFG,Afghanistan,2001,0,0,0,0,0,1,0,0,0,1,,1.0,-9.4319740700862,277.118051443941,,72.3638166443,,,,,
339,ALB,Albania,2001,0,0,0,0,0,0,0,0,0,1,28.51489420752571,0.0,8.29331263121023,2143.52683947815,3.10758827031434,106.964920387,,,,,5.0
615,ALG,Algeria,2001,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
540,ANG,Angola,2001,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
160,ARG,Argentina,2001,0,0,0,0,0,0,0,0,0,1,58.49329351720912,0.0,-4.40883968258557,10051.9448463043,,67.2256046451,,,-1.50136405258269,,8.0
371,ARM,Armenia,2001,0,0,0,0,0,0,0,0,0,1,64.6369814678621,0.0,9.59999999927597,1351.12072694555,3.1459046468502,82.3183962132,,,,,5.0
900,AUL,Australia,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
305,AUS,Austria,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
373,AZE,Azerbaijan,2001,0,0,0,0,0,0,0,0,0,1,27.32043179359157,0.0,9.89999986533643,1614.84885813475,1.5471959015228,74.3271081537,,,22.0244186921514,,-7.0
692,BAH,Bahrain,2001,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
211,BEL,Belgium,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
434,BEN,Benin,2001,0,0,0,0,0,0,0,0,0,1,44.60804561315606,0.0,5.33313570603937,879.85446379954,3.98429547767891,75.5536214778,,,,,6.0
439,BFO,Burkina Faso,2001,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
760,BHU,Bhutan,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
370,BLR,Belarus,2001,0,0,0,0,0,0,0,0,0,1,22.73255641135187,0.0,4.72530604998069,2753.03951749076,61.1349331618477,101.0324890901,,,,,-7.0
771,BNG,Bangladesh,2001,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
145,BOL,Bolivia,2001,0,0,0,0,0,0,0,0,0,1,60.4517850837271,0.0,1.68379912721825,2013.84580846685,1.58965377879568,87.7570253893,,,,,9.0
346,BOS,Bosnia,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
571,BOT,Botswana,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
140,BRA,Brazil,2001,0,0,0,0,0,0,0,0,0,0,42.44350057582446,0.0,1.38989640095637,6823.03397034029,6.84035902487523,92.9210160023,,,,,8.0
516,BUI,Burundi,2001,0,2,0,0,0,0,0,0,0,1,,,,,,,,,,,
355,BUL,Bulgaria,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
811,CAM,Cambodia,2001,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
20,CAN,Canada,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
471,CAO,Cameroon,2001,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
402,CAP,Cape Verde,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
482,CEN,Central African Republic,2001,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,
483,CHA,Chad,2001,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
155,CHL,Chile,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
710,CHN,China,2001,0,0,0,0,0,0,0,0,0,0,13.96088194175933,0.0,8.33573347817196,2359.57238513523,0.719125609120114,103.3232265708,,,,,-7.0
100,COL,Colombia,2001,0,0,0,0,0,0,0,0,0,0,38.22853578096934,0.0,1.67789830787579,4020.50789754842,7.96556090304834,87.5229430984,,,,,7.0
581,COM,Comoros,2001,0,0,0,0,0,0,0,0,0,1,64.01136640744996,0.0,2.33290710182874,1206.65692984083,5.5545939481681,46.3204383093,,,,,0.0
484,CON,Congo Brazzaville,2001,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
94,COS,Costa Rica,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
344,CRO,Croatia,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
40,CUB,Cuba,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
352,CYP,Cyprus,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
316,CZR,Czech Republic,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
390,DEN,Denmark,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
522,DJI,Djibouti,2001,0,0,0,0,0,0,0,0,0,1,51.24737607743937,1.0,,,1.74665224985434,93.4312115789,,,,,1.0
42,DOM,Dominican Republic,2001,0,0,0,0,0,0,0,0,0,0,21.26611446236342,0.0,2.45951636772918,4189.80766076945,8.88306848812961,98.6288244178,,,0.0480286491132811,,8.0
130,ECU,Ecuador,2001,0,0,0,0,0,0,0,0,0,1,81.8056350447042,0.0,4.20627185748789,4049.0001889951,37.6767454518094,82.6655095877,,,,,6.0
651,EGY,Egypt,2001,0,0,0,0,0,0,0,0,0,1,28.98198963994221,0.0,3.53525197391507,2492.03441188721,2.26975720475956,71.9653934464,,,,,-6.0
411,EQG,Equatorial Guinea,2001,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
531,ERI,Eritrea,2001,0,0,0,0,0,0,0,0,0,1,57.70527370751943,0.0,8.75543552816325,893.268735439193,,98.3845129295,,,,,-7.0
366,EST,Estonia,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
529,ETI,Ethiopia,2001,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
375,FIN,Finland,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
950,FJI,Fiji,2001,0,0,0,0,0,0,0,0,0,1,11.07021721177196,0.0,2.00000014675206,3998.79732825858,4.27267024465105,92.8224868676,,,,,5.0
220,FRN,France,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
481,GAB,Gabon,2001,0,0,0,0,0,0,0,0,0,1,78.46121851175911,0.0,2.13523342197423,7556.76995314898,2.13762052701465,63.4588538497,,,,,-4.0
420,GAM,Gambia,2001,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
452,GHA,Ghana,2001,0,0,0,0,0,0,0,0,0,1,131.7701320287944,1.0,4.00000012807919,1034.58177618235,41.509496287803,62.9800360719,,,2.93873503770616,,6.0
255,GMY,Germany,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
404,GNB,Guinea-Bissau,2001,0,0,0,1,0,0,0,0,0,1,226.1873201412782,0.0,4.7859716500482,585.837980688333,3.34812265527109,102.4455988183,,,2.3332127766862,,5.0
350,GRC,Greece,2001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
