ccode,scode,country,year,scoup1,atcoup2,pcoup3,apcoup4,agcoup,foroutex,reboutex,assassex,resignex,treatment,external_debt_to_gni
93,NIC,Nicaragua,1997,0,0,0,0,0,0,0,0,0,0,153.2358906785711
475,NIG,Nigeria,1997,0,0,1,0,0,0,0,0,0,1,
436,NIR,Niger,1997,0,0,0,0,0,0,0,0,0,1,
385,NOR,Norway,1997,0,0,0,0,0,0,0,0,0,0,
210,NTH,Netherlands,1997,0,0,0,0,0,0,0,0,0,0,
698,OMA,Oman,1997,0,0,0,0,0,0,0,0,0,1,
770,PAK,Pakistan,1997,0,0,0,0,0,0,0,0,0,1,49.95286672217516
95,PAN,Panama,1997,0,0,0,0,0,0,0,0,0,1,
150,PAR,Paraguay,1997,0,0,0,0,0,0,0,0,0,1,
135,PER,Peru,1997,0,0,0,0,0,0,0,0,0,1,52.51195735853641
840,PHI,Philippines,1997,0,0,0,0,0,0,0,0,0,1,
910,PNG,Papua New Guinea,1997,0,0,0,0,0,0,0,0,0,1,56.13653219005156
290,POL,Poland,1997,0,0,0,0,0,0,0,0,0,0,
235,POR,Portugal,1997,0,0,0,0,0,0,0,0,0,0,
731,PRK,Korea North,1997,0,0,0,0,0,0,0,0,0,1,
694,QAT,Qatar,1997,0,0,0,0,0,0,0,0,0,1,
732,ROK,Korea South,1997,0,0,0,0,0,0,0,0,0,1,
360,RUM,Romania,1997,0,0,0,0,0,0,0,0,0,0,
365,RUS,Russia,1997,0,0,0,0,0,0,0,0,0,0,
517,RWA,Rwanda,1997,0,0,0,0,0,0,0,0,0,1,60.64409909560421
560,SAF,South Africa,1997,0,0,0,0,0,0,0,0,0,1,
92,SAL,El Salvador,1997,0,0,0,0,0,0,0,0,0,0,
670,SAU,Saudi Arabia,1997,0,0,0,0,0,0,0,0,0,1,
433,SEN,Senegal,1997,0,0,0,0,0,0,0,0,0,0,63.75122893018704
451,SIE,Sierra Leone,1997,1,0,0,0,0,0,0,0,0,1,
830,SIN,Singapore,1997,0,0,0,0,0,0,0,0,0,0,
317,SLO,Slovak Republic,1997,0,0,0,0,0,0,0,0,0,0,
349,SLV,Slovenia,1997,0,0,0,0,0,0,0,0,0,0,31.84703901837964
940,SOL,Solomon Islands,1997,0,0,0,0,0,0,0,0,0,0,
520,SOM,Somalia,1997,0,0,0,0,0,0,0,0,0,0,114.8193232689053
230,SPN,Spain,1997,0,0,0,0,0,0,0,0,0,0,
780,SRI,Sri Lanka,1997,0,0,0,0,0,0,0,0,0,1,
625,SUD,Sudan,1997,0,0,0,0,0,0,0,0,0,1,
115,SUR,Suriname,1997,0,0,0,0,0,0,0,0,0,1,
572,SWA,Swaziland,1997,0,0,0,0,0,0,0,0,0,0,
380,SWD,Sweden,1997,0,0,0,0,0,0,0,0,0,0,
225,SWZ,Switzerland,1997,0,0,0,0,0,0,0,0,0,0,22.05339591484842
652,SYR,Syria,1997,0,0,0,0,0,0,0,0,0,0,
702,TAJ,Tajikistan,1997,0,0,0,0,0,0,0,0,0,1,
713,TAW,Taiwan,1997,0,0,0,0,0,0,0,0,0,0,
510,TAZ,Tanzania,1997,0,0,0,0,0,0,0,0,0,0,
800,THI,Thailand,1997,0,0,0,0,0,0,0,0,0,1,
701,TKM,Turkmenistan,1997,0,0,0,0,0,0,0,0,0,1,73.63151142433621
461,TOG,Togo,1997,0,0,0,0,0,0,0,0,0,1,
52,TRI,Trinidad,1997,0,0,0,0,0,0,0,0,0,1,
616,TUN,Tunisia,1997,0,0,0,0,0,0,0,0,0,1,56.57507967847681
640,TUR,Turkey,1997,0,0,0,0,0,0,0,0,0,1,45.33757021700465
696,UAE,UAE,1997,0,0,0,0,0,0,0,0,0,1,
500,UGA,Uganda,1997,0,0,0,0,0,0,0,0,0,1,62.49723674298766
200,UKG,United Kingdom,1997,0,0,0,0,0,0,0,0,0,0,
369,UKR,Ukraine,1997,0,0,0,0,0,0,0,0,0,1,22.48920818555595
165,URU,Uruguay,1997,0,0,0,0,0,0,0,0,0,0,
2,USA,United States,1997,0,0,0,0,0,0,0,0,0,1,
704,UZB,Uzbekistan,1997,0,0,0,0,0,0,0,0,0,0,20.10613247225745
101,VEN,Venezuela,1997,0,0,0,0,0,0,0,0,0,1,
818,VIE,Vietnam,1997,0,0,0,0,0,0,0,0,0,1,
679,YEM,Yemen,1997,0,0,0,0,0,0,0,0,0,0,62.92727026670561
347,YGS,Yugoslavia,1997,0,0,0,0,0,0,0,0,0,0,
490,ZAI,Congo Kinshasa,1997,0,0,0,0,0,0,1,0,0,1,
551,ZAM,Zambia,1997,0,1,0,0,0,0,0,0,0,1,
552,ZIM,Zimbabwe,1997,0,0,0,0,0,0,0,0,0,1,
700,AFG,Afghanistan,1998,0,0,0,0,0,0,0,0,0,1,
339,ALB,Albania,1998,0,1,0,0,0,0,0,0,0,1,23.77867849667706
615,ALG,Algeria,1998,0,0,0,0,0,0,0,0,0,1,
540,ANG,Angola,1998,0,0,0,0,0,0,0,0,0,1,
160,ARG,Argentina,1998,0,0,0,0,0,0,0,0,0,1,48.53654132341336
371,ARM,Armenia,1998,0,0,0,0,0,0,0,0,0,1,41.18949485882239
900,AUL,Australia,1998,0,0,0,0,0,0,0,0,0,0,
305,AUS,Austria,1998,0,0,0,0,0,0,0,0,0,0,
373,AZE,Azerbaijan,1998,0,0,0,1,0,0,0,0,0,1,15.83783330677345
692,BAH,Bahrain,1998,0,0,0,0,0,0,0,0,0,1,
211,BEL,Belgium,1998,0,0,0,0,0,0,0,0,0,0,
434,BEN,Benin,1998,0,0,0,0,0,0,0,0,0,1,60.08633345827713
439,BFO,Burkina Faso,1998,0,0,0,0,0,0,0,0,0,1,
760,BHU,Bhutan,1998,0,0,0,0,0,0,0,0,0,0,
370,BLR,Belarus,1998,0,0,0,1,0,0,0,0,0,1,15.68634828187583
771,BNG,Bangladesh,1998,0,0,0,0,0,0,0,0,0,1,
145,BOL,Bolivia,1998,0,0,0,0,0,0,0,0,0,1,68.24267298083073
346,BOS,Bosnia,1998,0,0,0,0,0,0,0,0,0,0,
571,BOT,Botswana,1998,0,0,0,0,0,0,0,0,0,0,
140,BRA,Brazil,1998,0,0,0,0,0,0,0,0,0,0,28.60938840242649
516,BUI,Burundi,1998,0,0,0,0,0,0,0,0,0,1,
355,BUL,Bulgaria,1998,0,0,0,0,0,0,0,0,0,0,
811,CAM,Cambodia,1998,0,0,0,0,0,0,0,0,0,1,
20,CAN,Canada,1998,0,0,0,0,0,0,0,0,0,0,
471,CAO,Cameroon,1998,0,0,0,0,0,0,0,0,0,1,
402,CAP,Cape Verde,1998,0,0,0,0,0,0,0,0,0,0,
482,CEN,Central African Republic,1998,0,0,0,0,0,0,0,0,0,1,
483,CHA,Chad,1998,0,0,0,0,0,0,0,0,0,1,
155,CHL,Chile,1998,0,0,0,0,0,0,0,0,0,0,
710,CHN,China,1998,0,0,0,0,0,0,0,0,0,0,14.24457195288671
100,COL,Colombia,1998,0,0,0,0,0,0,0,0,0,0,34.52914743793045
581,COM,Comoros,1998,0,0,0,0,0,0,0,0,0,1,62.1639891016457
484,CON,Congo Brazzaville,1998,0,0,0,0,0,0,0,0,0,1,
94,COS,Costa Rica,1998,0,0,0,0,0,0,0,0,0,0,
344,CRO,Croatia,1998,0,0,0,0,0,0,0,0,0,0,
40,CUB,Cuba,1998,0,0,0,0,0,0,0,0,0,0,
352,CYP,Cyprus,1998,0,0,0,0,0,0,0,0,0,0,
316,CZR,Czech Republic,1998,0,0,0,0,0,0,0,0,0,0,
390,DEN,Denmark,1998,0,0,0,0,0,0,0,0,0,0,
522,DJI,Djibouti,1998,0,0,0,0,0,0,0,0,0,1,53.21190570277162
42,DOM,Dominican Republic,1998,0,0,0,0,0,0,0,0,0,0,21.52804333700043
130,ECU,Ecuador,1998,0,0,0,0,0,0,0,0,0,1,69.08334551956247
651,EGY,Egypt,1998,0,0,0,0,0,0,0,0,0,1,37.75136784806212
411,EQG,Equatorial Guinea,1998,0,0,0,0,0,0,0,0,0,1,
531,ERI,Eritrea,1998,0,0,0,0,0,0,0,0,0,1,19.48922223244334
366,EST,Estonia,1998,0,0,0,0,0,0,0,0,0,0,
529,ETI,Ethiopia,1998,0,0,0,0,0,0,0,0,0,1,
375,FIN,Finland,1998,0,0,0,0,0,0,0,0,0,0,
950,FJI,Fiji,1998,0,0,0,0,0,0,0,0,0,1,10.53912099151567
220,FRN,France,1998,0,0,0,0,0,0,0,0,0,0,
481,GAB,Gabon,1998,0,0,0,0,0,0,0,0,0,1,111.6554886561337
420,GAM,Gambia,1998,0,0,0,0,0,0,0,0,0,1,
452,GHA,Ghana,1998,0,0,0,0,0,0,0,0,0,1,95.0735868867058
255,GMY,Germany,1998,0,0,0,0,0,0,0,0,0,0,
404,GNB,Guinea-Bissau,1998,0,1,0,0,0,0,0,0,0,1,168.7193754124167
350,GRC,Greece,1998,0,0,0,0,0,0,0,0,0,0,
372,GRG,Georgia,1998,0,0,0,0,0,0,0,0,0,1,
90,GUA,Guatemala,1998,0,0,0,0,0,0,0,0,0,1,
438,GUI,Guinea,1998,0,0,0,0,0,0,0,0,0,1,
110,GUY,Guyana,1998,0,0,0,0,0,0,0,0,0,0,223.9154400602351
41,HAI,Haiti,1998,0,0,0,0,0,0,0,0,0,1,
91,HON,Honduras,1998,0,0,0,0,0,0,0,0,0,1,
310,HUN,Hungary,1998,0,0,0,0,0,0,0,0,0,0,
750,IND,India,1998,0,0,0,0,0,0,0,0,0,0,23.53646429947739
850,INS,Indonesia,1998,0,0,0,0,0,0,0,0,0,1,
205,IRE,Ireland,1998,0,0,0,0,0,0,0,0,0,0,
630,IRN,Iran,1998,0,0,0,0,0,0,0,0,0,0,11.19938044147263
645,IRQ,Iraq,1998,0,0,0,0,0,0,0,0,0,1,
666,ISR,Israel,1998,0,0,0,0,0,0,0,0,0,0,
325,ITA,Italy,1998,0,0,0,0,0,0,0,0,0,1,
437,IVO,Ivory Coast,1998,0,0,0,0,0,0,0,0,0,1,
51,JAM,Jamaica,1998,0,0,0,0,0,0,0,0,0,0,46.53039128560948
663,JOR,Jordan,1998,0,0,0,0,0,0,0,0,0,1,97.25570128594876
740,JPN,Japan,1998,0,0,0,0,0,0,0,0,0,0,
501,KEN,Kenya,1998,0,0,0,0,0,0,0,0,0,0,48.86219572497242
690,KUW,Kuwait,1998,0,0,0,0,0,0,0,0,0,0,
703,KYR,Kyrgyzstan,1998,0,0,0,0,0,0,0,0,0,1,
705,KZK,Kazakhstan,1998,0,0,0,0,0,0,0,0,0,1,
812,LAO,Laos,1998,0,0,0,0,0,0,0,0,0,1,197.8264624355731
367,LAT,Latvia,1998,0,0,0,0,0,0,0,0,0,0,
450,LBR,Liberia,1998,0,0,0,0,0,0,0,0,0,1,561.6774997445111
660,LEB,Lebanon,1998,0,0,0,0,0,0,0,0,0,0,
570,LES,Lesotho,1998,0,0,0,0,0,0,0,0,0,1,
620,LIB,Libya,1998,0,0,0,0,0,0,0,0,0,1,
368,LIT,Lithuania,1998,0,0,0,0,0,0,0,0,0,0,
212,LUX,Luxembourg,1998,0,0,0,0,0,0,0,0,0,0,
435,MAA,Mauritania,1998,0,0,0,0,0,0,0,0,0,1,
343,MAC,Macedonia,1998,0,0,0,0,0,0,0,0,0,0,
580,MAG,Madagascar,1998,0,0,0,0,0,0,0,0,0,1,
820,MAL,Malaysia,1998,0,0,0,0,0,0,0,0,0,0,
590,MAS,Mauritius,1998,0,0,0,0,0,0,0,0,0,0,
553,MAW,Malawi,1998,0,0,0,0,0,0,0,0,0,1,
70,MEX,Mexico,1998,0,0,0,0,0,0,0,0,0,0,31.45678357577412
359,MLD,Moldova,1998,0,0,0,0,0,0,0,0,0,1,
432,MLI,Mali,1998,0,0,0,0,0,0,0,0,0,1,111.6823684671028
712,MON,Mongolia,1998,0,0,0,0,0,0,0,0,0,0,
600,MOR,Morocco,1998,0,0,0,0,0,0,0,0,0,0,
775,MYA,Myanmar (Burma),1998,0,0,0,0,0,0,0,0,0,1,
541,MZM,Mozambique,1998,0,0,0,0,0,0,0,0,0,1,
565,NAM,Namibia,1998,0,0,0,0,0,0,0,0,0,0,
790,NEP,Nepal,1998,0,0,0,0,0,0,0,0,0,1,
920,NEW,New Zealand,1998,0,0,0,0,0,0,0,0,0,0,
93,NIC,Nicaragua,1998,0,0,0,0,0,0,0,0,0,0,143.3564232986607
475,NIG,Nigeria,1998,0,0,0,0,0,0,0,0,0,1,
436,NIR,Niger,1998,0,0,0,1,0,0,0,0,0,1,
385,NOR,Norway,1998,0,0,0,0,0,0,0,0,0,0,
210,NTH,Netherlands,1998,0,0,0,0,0,0,0,0,0,0,
698,OMA,Oman,1998,0,0,0,0,0,0,0,0,0,1,
770,PAK,Pakistan,1998,0,0,0,0,0,0,0,0,0,1,53.98241655923754
95,PAN,Panama,1998,0,0,0,0,0,0,0,0,0,1,
150,PAR,Paraguay,1998,0,0,0,0,0,0,0,0,0,1,
135,PER,Peru,1998,0,0,0,0,0,0,0,0,0,1,56.04486686649102
840,PHI,Philippines,1998,0,0,0,0,0,0,0,0,0,1,
910,PNG,Papua New Guinea,1998,0,0,0,0,0,0,0,0,0,1,76.96839171341371
290,POL,Poland,1998,0,0,0,0,0,0,0,0,0,0,
235,POR,Portugal,1998,0,0,0,0,0,0,0,0,0,0,
731,PRK,Korea North,1998,0,0,0,0,0,0,0,0,0,1,
694,QAT,Qatar,1998,0,0,0,0,0,0,0,0,0,1,
732,ROK,Korea South,1998,0,0,0,0,0,0,0,0,0,1,
360,RUM,Romania,1998,0,0,0,0,0,0,0,0,0,0,
365,RUS,Russia,1998,0,0,0,0,0,0,0,0,0,0,
517,RWA,Rwanda,1998,0,0,0,0,0,0,0,0,0,1,62.32550070577336
560,SAF,South Africa,1998,0,0,0,0,0,0,0,0,0,1,
92,SAL,El Salvador,1998,0,0,0,0,0,0,0,0,0,0,
670,SAU,Saudi Arabia,1998,0,0,0,0,0,0,0,0,0,1,
433,SEN,Senegal,1998,0,0,0,0,0,0,0,0,0,0,63.51877219520027
451,SIE,Sierra Leone,1998,0,0,0,0,0,1,0,0,0,1,
830,SIN,Singapore,1998,0,0,0,0,0,0,0,0,0,0,
317,SLO,Slovak Republic,1998,0,0,0,0,0,0,0,0,0,0,
349,SLV,Slovenia,1998,0,0,0,0,0,0,0,0,0,0,30.72921708063199
940,SOL,Solomon Islands,1998,0,0,0,0,0,0,0,0,0,0,
520,SOM,Somalia,1998,0,0,0,0,0,0,0,0,0,0,87.6581483128333
230,SPN,Spain,1998,0,0,0,0,0,0,0,0,0,0,
780,SRI,Sri Lanka,1998,0,0,0,0,0,0,0,0,0,1,
625,SUD,Sudan,1998,0,0,0,0,0,0,0,0,0,1,
115,SUR,Suriname,1998,0,0,0,0,0,0,0,0,0,1,
572,SWA,Swaziland,1998,0,0,0,0,0,0,0,0,0,0,
380,SWD,Sweden,1998,0,0,0,0,0,0,0,0,0,0,
225,SWZ,Switzerland,1998,0,0,0,0,0,0,0,0,0,0,18.41267642087288
652,SYR,Syria,1998,0,0,0,0,0,0,0,0,0,0,
702,TAJ,Tajikistan,1998,0,0,0,0,0,0,0,0,0,1,
713,TAW,Taiwan,1998,0,0,0,0,0,0,0,0,0,0,
510,TAZ,Tanzania,1998,0,0,0,0,0,0,0,0,0,0,
800,THI,Thailand,1998,0,0,0,0,0,0,0,0,0,1,
701,TKM,Turkmenistan,1998,0,0,0,0,0,0,0,0,0,1,90.86961056320204
461,TOG,Togo,1998,0,0,0,0,0,0,0,0,0,1,
52,TRI,Trinidad,1998,0,0,0,0,0,0,0,0,0,1,
616,TUN,Tunisia,1998,0,0,0,0,0,0,0,0,0,1,51.76525296069702
640,TUR,Turkey,1998,0,0,0,0,0,0,0,0,0,1,35.51979646886483
696,UAE,UAE,1998,0,0,0,0,0,0,0,0,0,1,
500,UGA,Uganda,1998,0,0,0,0,0,0,0,0,0,1,59.94089363507921
200,UKG,United Kingdom,1998,0,0,0,0,0,0,0,0,0,0,
369,UKR,Ukraine,1998,0,0,0,0,0,0,0,0,0,1,31.87648047039818
165,URU,Uruguay,1998,0,0,0,0,0,0,0,0,0,0,
2,USA,United States,1998,0,0,0,0,0,0,0,0,0,1,
704,UZB,Uzbekistan,1998,0,0,0,0,0,0,0,0,0,0,22.64951143004077
101,VEN,Venezuela,1998,0,0,0,0,0,0,0,0,0,1,
818,VIE,Vietnam,1998,0,0,0,0,0,0,0,0,0,1,
679,YEM,Yemen,1998,0,0,0,0,0,0,0,0,0,0,96.87436227521418
347,YGS,Yugoslavia,1998,0,0,0,0,0,0,0,0,0,0,
490,ZAI,Congo Kinshasa,1998,0,0,0,0,0,0,0,0,0,1,
551,ZAM,Zambia,1998,0,0,0,0,0,0,0,0,0,1,
552,ZIM,Zimbabwe,1998,0,0,0,1,0,0,0,0,0,1,
700,AFG,Afghanistan,1999,0,0,0,0,0,0,0,0,0,1,
339,ALB,Albania,1999,0,0,0,0,0,0,0,0,0,1,23.51692172072447
615,ALG,Algeria,1999,0,0,0,0,0,0,0,0,0,1,
540,ANG,Angola,1999,0,0,0,0,0,0,0,0,0,1,
160,ARG,Argentina,1999,0,0,0,0,0,0,0,0,0,1,55.02941276100937
371,ARM,Armenia,1999,0,1,0,0,0,0,0,0,0,1,53.80842885012744
900,AUL,Australia,1999,0,0,0,0,0,0,0,0,0,0,
305,AUS,Austria,1999,0,0,0,0,0,0,0,0,0,0,
373,AZE,Azerbaijan,1999,0,0,0,0,0,0,0,0,0,1,27.03565672983192
692,BAH,Bahrain,1999,0,0,0,0,0,0,0,0,0,1,
211,BEL,Belgium,1999,0,0,0,0,0,0,0,0,0,0,
434,BEN,Benin,1999,0,0,0,0,0,0,0,0,0,1,42.62742182521553
439,BFO,Burkina Faso,1999,0,0,0,0,0,0,0,0,0,1,
760,BHU,Bhutan,1999,0,0,0,0,0,0,0,0,0,0,
370,BLR,Belarus,1999,0,0,0,0,0,0,0,0,0,1,22.24962635918369
771,BNG,Bangladesh,1999,0,0,0,0,0,0,0,0,0,1,
145,BOL,Bolivia,1999,0,0,0,0,0,0,0,0,0,1,69.91279228562888
346,BOS,Bosnia,1999,0,0,0,0,0,0,0,0,0,0,
571,BOT,Botswana,1999,0,0,0,0,0,0,0,0,0,0,
140,BRA,Brazil,1999,0,0,0,0,0,0,0,0,0,0,42.17678066710393
516,BUI,Burundi,1999,0,0,0,0,0,0,0,0,0,1,
355,BUL,Bulgaria,1999,0,0,0,0,0,0,0,0,0,0,
811,CAM,Cambodia,1999,0,0,0,0,0,0,0,0,0,1,
20,CAN,Canada,1999,0,0,0,0,0,0,0,0,0,0,
471,CAO,Cameroon,1999,0,0,0,0,0,0,0,0,0,1,
402,CAP,Cape Verde,1999,0,0,0,0,0,0,0,0,0,0,
482,CEN,Central African Republic,1999,0,0,0,0,0,0,0,0,0,1,
483,CHA,Chad,1999,0,0,0,0,0,0,0,0,0,1,
155,CHL,Chile,1999,0,0,0,0,0,0,0,0,0,0,
710,CHN,China,1999,0,0,0,0,0,0,0,0,0,0,13.78610049836879
100,COL,Colombia,1999,0,0,0,0,0,0,0,0,0,0,41.03134955331814
581,COM,Comoros,1999,1,0,0,0,0,0,0,0,0,1,60.50645210056196
484,CON,Congo Brazzaville,1999,0,0,0,0,0,0,0,0,0,1,
94,COS,Costa Rica,1999,0,0,0,0,0,0,0,0,0,0,
344,CRO,Croatia,1999,0,0,0,0,0,0,0,0,0,0,
40,CUB,Cuba,1999,0,0,0,0,0,0,0,0,0,0,
352,CYP,Cyprus,1999,0,0,0,0,0,0,0,0,0,0,
316,CZR,Czech Republic,1999,0,0,0,0,0,0,0,0,0,0,
390,DEN,Denmark,1999,0,0,0,0,0,0,0,0,0,0,
522,DJI,Djibouti,1999,0,0,0,0,0,0,0,0,0,1,49.1563697223289
42,DOM,Dominican Republic,1999,0,0,0,0,0,0,0,0,0,0,22.6579389435977
130,ECU,Ecuador,1999,0,0,0,0,0,0,0,0,0,1,104.2107413296269
651,EGY,Egypt,1999,0,0,0,0,0,0,0,0,0,1,34.11638489384613
411,EQG,Equatorial Guinea,1999,0,0,0,0,0,0,0,0,0,1,
531,ERI,Eritrea,1999,0,0,0,0,0,0,0,0,0,1,39.33181769523536
366,EST,Estonia,1999,0,0,0,0,0,0,0,0,0,0,
529,ETI,Ethiopia,1999,0,0,0,0,0,0,0,0,0,1,
375,FIN,Finland,1999,0,0,0,0,0,0,0,0,0,0,
950,FJI,Fiji,1999,0,0,0,0,0,0,0,0,0,1,12.38752890534603
220,FRN,France,1999,0,0,0,0,0,0,0,0,0,0,
481,GAB,Gabon,1999,0,0,0,0,0,0,0,0,0,1,97.8664622639026
420,GAM,Gambia,1999,0,0,0,0,0,0,0,0,0,1,
452,GHA,Ghana,1999,0,0,0,0,0,0,0,0,0,1,94.03607614691276
255,GMY,Germany,1999,0,0,0,0,0,0,0,0,0,0,
404,GNB,Guinea-Bissau,1999,1,0,0,0,0,0,0,0,1,1,166.9514038121999
350,GRC,Greece,1999,0,0,0,0,0,0,0,0,0,0,
372,GRG,Georgia,1999,0,0,1,0,0,0,0,0,0,1,
90,GUA,Guatemala,1999,0,0,0,0,0,0,0,0,0,1,
438,GUI,Guinea,1999,0,0,0,0,0,0,0,0,0,1,
110,GUY,Guyana,1999,0,0,0,0,0,0,0,0,0,0,228.9537323280874
41,HAI,Haiti,1999,0,0,0,0,1,0,0,0,0,1,
91,HON,Honduras,1999,0,1,0,0,0,0,0,0,0,1,
310,HUN,Hungary,1999,0,0,0,0,0,0,0,0,0,0,
750,IND,India,1999,0,0,0,0,0,0,0,0,0,0,21.91703296711423
850,INS,Indonesia,1999,0,0,0,0,0,0,0,0,0,1,
205,IRE,Ireland,1999,0,0,0,0,0,0,0,0,0,0,
630,IRN,Iran,1999,0,0,0,0,0,0,0,0,0,0,8.53677578435986
645,IRQ,Iraq,1999,0,0,0,0,0,0,0,0,0,1,
666,ISR,Israel,1999,0,0,0,0,0,0,0,0,0,0,
325,ITA,Italy,1999,0,0,0,0,0,0,0,0,0,1,
437,IVO,Ivory Coast,1999,1,0,0,0,0,0,0,0,0,1,
51,JAM,Jamaica,1999,0,0,0,0,0,0,0,0,0,0,47.08429442182591
663,JOR,Jordan,1999,0,0,0,0,0,0,0,0,0,1,101.3842620643572
740,JPN,Japan,1999,0,0,0,0,0,0,0,0,0,0,
501,KEN,Kenya,1999,0,0,0,0,0,0,0,0,0,0,51.2837287259863
690,KUW,Kuwait,1999,0,0,0,0,0,0,0,0,0,0,
703,KYR,Kyrgyzstan,1999,0,0,0,0,0,0,0,0,0,1,
705,KZK,Kazakhstan,1999,0,0,0,0,0,0,0,0,0,1,
812,LAO,Laos,1999,0,0,0,0,0,0,0,0,0,1,178.8161160793888
367,LAT,Latvia,1999,0,0,0,0,0,0,0,0,0,0,
450,LBR,Liberia,1999,0,0,0,0,0,0,0,0,0,1,555.1635916339378
660,LEB,Lebanon,1999,0,0,0,0,0,0,0,0,0,0,
570,LES,Lesotho,1999,0,0,0,0,0,0,0,0,0,1,
620,LIB,Libya,1999,0,0,0,0,0,0,0,0,0,1,
368,LIT,Lithuania,1999,0,0,0,0,0,0,0,0,0,0,
212,LUX,Luxembourg,1999,0,0,0,0,0,0,0,0,0,0,
435,MAA,Mauritania,1999,0,0,0,0,0,0,0,0,0,1,
343,MAC,Macedonia,1999,0,0,0,0,0,0,0,0,0,0,
580,MAG,Madagascar,1999,0,0,0,0,0,0,0,0,0,1,
820,MAL,Malaysia,1999,0,0,0,0,0,0,0,0,0,0,
590,MAS,Mauritius,1999,0,0,0,0,0,0,0,0,0,0,
553,MAW,Malawi,1999,0,0,0,0,0,0,0,0,0,1,
70,MEX,Mexico,1999,0,0,0,0,0,0,0,0,0,0,30.06078310074045
359,MLD,Moldova,1999,0,0,0,0,0,0,0,0,0,1,
432,MLI,Mali,1999,0,0,0,0,0,0,0,0,0,1,94.754715438508
712,MON,Mongolia,1999,0,0,0,0,0,0,0,0,0,0,
600,MOR,Morocco,1999,0,0,0,0,0,0,0,0,0,0,
775,MYA,Myanmar (Burma),1999,0,0,0,0,0,0,0,0,0,1,
541,MZM,Mozambique,1999,0,0,0,0,0,0,0,0,0,1,
565,NAM,Namibia,1999,0,0,0,0,0,0,0,0,0,0,
790,NEP,Nepal,1999,0,0,0,0,0,0,0,0,0,1,
920,NEW,New Zealand,1999,0,0,0,0,0,0,0,0,0,0,
93,NIC,Nicaragua,1999,0,0,0,0,0,0,0,0,0,0,137.5626420228931
475,NIG,Nigeria,1999,0,0,0,0,0,0,0,0,0,1,
436,NIR,Niger,1999,0,0,0,0,0,0,0,0,0,1,
385,NOR,Norway,1999,0,0,0,0,0,0,0,0,0,0,
210,NTH,Netherlands,1999,0,0,0,0,0,0,0,0,0,0,
698,OMA,Oman,1999,0,0,0,0,0,0,0,0,0,1,
770,PAK,Pakistan,1999,1,0,0,0,0,0,0,0,0,1,55.89735484416284
95,PAN,Panama,1999,0,0,0,0,0,0,0,0,0,1,
150,PAR,Paraguay,1999,0,0,0,0,0,0,0,0,0,1,
135,PER,Peru,1999,0,0,0,0,0,0,0,0,0,1,59.53466409840205
840,PHI,Philippines,1999,0,0,0,0,0,0,0,0,0,1,
910,PNG,Papua New Guinea,1999,0,0,0,0,0,0,0,0,0,1,83.25271424915125
290,POL,Poland,1999,0,0,0,0,0,0,0,0,0,0,
235,POR,Portugal,1999,0,0,0,0,0,0,0,0,0,0,
731,PRK,Korea North,1999,0,0,0,0,0,0,0,0,0,1,
694,QAT,Qatar,1999,0,0,0,0,0,0,0,0,0,1,
732,ROK,Korea South,1999,0,0,0,0,0,0,0,0,0,1,
360,RUM,Romania,1999,0,0,0,0,0,0,0,0,0,0,
365,RUS,Russia,1999,0,0,0,0,0,0,0,0,0,0,
517,RWA,Rwanda,1999,0,0,0,0,0,0,0,0,0,1,61.13514527448663
560,SAF,South Africa,1999,0,0,0,0,0,0,0,0,0,1,
92,SAL,El Salvador,1999,0,0,0,0,0,0,0,0,0,0,
670,SAU,Saudi Arabia,1999,0,0,0,0,0,0,0,0,0,1,
433,SEN,Senegal,1999,0,0,0,0,0,0,0,0,0,0,61.55096266759925
451,SIE,Sierra Leone,1999,0,0,0,0,0,0,0,0,0,1,
830,SIN,Singapore,1999,0,0,0,0,0,0,0,0,0,0,
317,SLO,Slovak Republic,1999,0,0,0,0,0,0,0,0,0,0,
349,SLV,Slovenia,1999,0,0,0,0,0,0,0,0,0,0,34.20253307619448
940,SOL,Solomon Islands,1999,0,0,0,0,0,0,0,0,0,0,
520,SOM,Somalia,1999,0,0,0,0,0,0,0,0,0,0,85.09021954823845
230,SPN,Spain,1999,0,0,0,0,0,0,0,0,0,0,
780,SRI,Sri Lanka,1999,0,0,0,0,0,0,0,0,0,1,
625,SUD,Sudan,1999,0,0,0,0,0,0,0,0,0,1,
115,SUR,Suriname,1999,0,0,0,0,0,0,0,0,0,1,
572,SWA,Swaziland,1999,0,0,0,0,0,0,0,0,0,0,
380,SWD,Sweden,1999,0,0,0,0,0,0,0,0,0,0,
225,SWZ,Switzerland,1999,0,0,0,0,0,0,0,0,0,0,20.80520000677785
652,SYR,Syria,1999,0,0,0,0,0,0,0,0,0,0,
702,TAJ,Tajikistan,1999,0,0,0,0,0,0,0,0,0,1,
713,TAW,Taiwan,1999,0,0,0,0,0,0,0,0,0,0,
510,TAZ,Tanzania,1999,0,0,0,0,0,0,0,0,0,0,
800,THI,Thailand,1999,0,0,0,0,0,0,0,0,0,1,
701,TKM,Turkmenistan,1999,0,0,0,0,0,0,0,0,0,1,111.7473939634954
461,TOG,Togo,1999,0,0,0,0,0,0,0,0,0,1,
52,TRI,Trinidad,1999,0,0,0,0,0,0,0,0,0,1,
